Servicio,Region,Comuna,Tipo_1,Dependencia,Tipo,Nombre,Direccion,Telefono,Fax
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quifo -Oñoico,Sector Quifo-Oñoico,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ranco,Sector Ranco,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Perquiñán,Sector Perquiñán,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Romopulli,Sector Romopulli,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Piedra Alta,Sector Piedra Alta,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Deume -Rucatraro,Sector Deume - Rucatraro,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huapi - Budi,Sector Huapi - Budi,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cheucán - Butaco,Sector Cheucán - Butaco,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Calof,Sector Calof,,
Araucanía Sur,9,PITRUFQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Comuy,Aldea de Comuy,,
Araucanía Sur,9,PITRUFQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Los Galpones,Caserío Los Galpones,,
Araucanía Sur,9,PITRUFQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Millahuín,Sector Millahuín,,
Araucanía Sur,9,PITRUFQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Puraquina,Sector Puraquina,,
Araucanía Sur,9,PITRUFQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mahuidanche,"Bernardo O'Higgins N° 669, 3° piso",,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Queule,Pueblo de Queule,,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Villa Boldos,Aldea Villa Los Boldos,,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Quemas (Toltén),Sector Las Quemas,,
Araucanía Sur,9,TEODORO SCHMIDT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Porma,Sector Porma,,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pocoyan,Sector Camaguey,,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Boroa Sur,Sector Boroa Sur,,
Araucanía Sur,9,GORBEA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lastarria,Pueblo de Lastarria,,
Araucanía Sur,9,GORBEA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quitratúe,Aldea de Quitratúe,,
Araucanía Sur,9,GORBEA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pidenco,Sector El Planchado,,
Araucanía Sur,9,GORBEA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huellanto Alto,Sector Huellanto Alto,,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Licancullín,Sector Licancullín,,
Araucanía Sur,9,LONCOCHE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huiscapi,Pueblo de Huiscapi,,
Araucanía Sur,9,LONCOCHE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Paz,Aldea de La Paz,,
Araucanía Sur,9,LONCOCHE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pulmahue,Sector Pulmahue,,
Araucanía Sur,9,LONCOCHE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Copihuelpe,Sector Copihuelpe,,
Araucanía Sur,9,LONCOCHE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Molco ( Loncoche ),Sector Molco,,
Araucanía Sur,9,VILLARRICA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ñancul,Pueblo de Ñancul,,
Araucanía Sur,9,VILLARRICA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Liumalla,Sector Liumalla,,
Araucanía Sur,9,LONCOCHE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Manhue,Sector Manhue,,
Araucanía Sur,9,PUCÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Caburga,Sector Caburga,,
Araucanía Sur,9,PUCÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Paillaco,Sector Paillaco,,
Araucanía Sur,9,PUCÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quelhue,Sector Quelhue,,
Araucanía Sur,9,GALVARINO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pangueco (Galvarino),Sector Pangueco,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Radal,Aldea de Radal,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Allipén,Caserío de Allipen,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quetroco,Sector Quetroco,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Coipué (Freire),Caserío de Coipué,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Lliuco(Freire),Sector Lliuco,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Ramón (Freire),Caserío de San Ramón,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Guiñimo,Sector Guiñimo,,
Araucanía Sur,9,MELIPEUCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa María Llaima,Sector Santa María Llaima,,
Araucanía Sur,9,MELIPEUCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Alto Carén,Sector Alto Carén,,
Araucanía Sur,9,MELIPEUCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cumcumllaque,Sector Cumcumllaque,,
Araucanía Sur,9,PUCÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Pedro de Pucón,Ejercito N° 1424,,
Araucanía Sur,9,TEODORO SCHMIDT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Barros Arana,Pueblo de Barros Arana,,
Araucanía Sur,9,TEODORO SCHMIDT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pichichelle,Sector Pichichelle,,
Araucanía Sur,9,TEODORO SCHMIDT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Yenehue,Sector Yenehue,,
Araucanía Sur,9,SAAVEDRA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Número Tres,Bernardo O'Higgins N° 410,,
Araucanía Sur,9,TEODORO SCHMIDT,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Nohualhue,Sector Nohualhue,,
Araucanía Sur,9,CHOLCHOL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Malalche,Sector Malalche,,
Araucanía Sur,9,CURARREHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Catripulli ( Curarrehue ),Sector Catripulli,,
Araucanía Sur,9,CURARREHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Maite,Sector Maite,,
Araucanía Sur,9,CURARREHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Reigolil,Sector Reigolil,,
Araucanía Sur,9,GORBEA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Faja Ricci,Sector Faja Ricci,,
Araucanía Sur,9,GORBEA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Liuco,Comuna de Gorbea,,
Araucanía Sur,9,CURARREHUE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Quiñenahuín,Sector Quiñenahuín,,
Araucanía Sur,9,NUEVA IMPERIAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Molco (Nueva Imperial ),Sector Molco,,
Araucanía Sur,9,FREIRE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chucauco,Sector Chucauco,,
Araucanía Sur,9,LAUTARO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Escudo,Sector El Escudo,,
Araucanía Sur,9,LAUTARO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Vega Larga,Sector Vega Larga,,
Araucanía Sur,9,PADRE LAS CASAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Codopille,Sector Codopille,,
Araucanía Sur,9,PADRE LAS CASAS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Metrenco,Sector Metrenco,,
Araucanía Sur,9,LAUTARO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Rosa,Sector Los Solares,,
Araucanía Sur,9,CUNCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Esperanza,Caserío La Esperanza,,
Araucanía Sur,9,TOLTÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Puralaco - Puerto Esperanza,Blanco Encalada N° 43,,
Araucanía Sur,9,VILLARRICA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Añilco,Sector Añilco,,
Araucanía Sur,9,TEMUCO,CENTRO DE ATENCIÓN PRIMARIA,Delegado,Centro de Salud Familiar,Centro de Salud Familiar Metodista (Delegado),Bernardo O'Higgins N° 01449,,
Araucanía Sur,9,TEMUCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Villa el Salar,"Huasquinta N° 01180, Villa El Salar",045-558092,
Araucanía Sur,9,VILLARRICA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar 21 de Mayo,Sargento Aldea N° 970,045-558075,
Araucanía Sur,9,TEMUCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Arquenco,"Arcalafquen N° 0855, Villa Arquenco",045-558080,
Araucanía Sur,9,VILLARRICA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Los Volcanes,"Chile Barrio N° 910, Sector El Volcán",045-558100,
Araucanía Sur,9,TEMUCO,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro CECOF,Centro Comunitario de Salud Familiar El Carmen,Avda Los Creadores N° 495,045-551550,
Araucanía Sur,9,TEMUCO,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro CECOF,Centro Comunitario de Salud San Antonio,Pudeto N° 570,045-551450,
Araucanía Sur,9,PITRUFQUÉN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de salud Familiar Ultraestación,Calle Nueva N° S/N,045-463485,
Araucanía Sur,9,LAUTARO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Guacolda,Barros Arana N° S/N,045-201454,
Araucanía Sur,9,TEMUCO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Servicio,Servicio de Atención Primaria de Urgencia,SAPU-Miraflores (Temuco),Miraflores N° 1369,045-555047,
Araucanía Sur,9,TEMUCO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Santa Rosa,Pircunche N° 0316,,
Araucanía Sur,9,PADRE LAS CASAS,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Padre Las Casas,Barroso N° S/N (esquina Corvalán),,
Valdivia,14,VALDIVIA,OTRO,Servicio,Clínica Dental Móvil,Clínica Dental Móvil ( Valdivia ),Chacabuco N° 700,,
Valdivia,14,VALDIVIA,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Clínico Regional (Valdivia),Bueras N° 1003,063-264100,063-297010
Valdivia,14,CORRAL,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Corral,Miraflores N° S/N,063-265570,063-471254
Valdivia,14,LOS LAGOS,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Los Lagos,Lanín N° 246,063-461388,063-461398
Valdivia,14,LANCO,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Lanco,Santiago N° S/N,063-441234,063-441300
Valdivia,14,LA UNIÓN,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital Juan Morey (La Unión),Arturo Prat N° S/N,064-335200,064-322989
Valdivia,14,RÍO BUENO,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Río Bueno,Ejército Libertador N° 1521 (esquina Joaquín Prieto),064-335350,063-341335
Valdivia,14,PAILLACO,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Paillaco,Gabriela Mistral N° 715,063-264200,063-421550
Valdivia,14,MARIQUINA,HOSPITALES,Delegado,Establecimiento Menor Complejidad,Hospital Santa Elisa,García Reyes N° 955,,
Valdivia,14,PANGUIPULLI,HOSPITALES,Delegado,Establecimiento Menor Complejidad,Hospital Padre Bernabé de la Lucerna (Panguipulli),Eduardo Cruz Coke N° 342,063 -242200,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Externo Valdivia,Avda Francia N° 2980,063-265000,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Las Ánimas,"Pedro Aguirre Cerda N° 231, Las Animas",800500020,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Jorge Sabat Gozalo,Picarte N° 2500,063-288800,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio San José la Mariquina,René Manns N° S/N,063-451223,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Panguipulli,Eduardo Cruz Coke N° 136,063-311358,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Belarmina Paredes,Acharan Arce N° S/N,063-481011,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Juan Santa María B,Concepción N° 655,,
Valdivia,14,MÁFIL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Máfil,Libertador Bernardo O'Higgins N° S/N,063-411202,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Coñaripe,Las Tepas N° S/N,063-317380,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Choshuenco,Padre Bernabé N° S/N,063-265440,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Alfredo Gantz Mann,Los Tineos N° 55,,
Valdivia,14,LANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Malalhue,Balmaceda N° 138,063-316470,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Río Bueno,Ejército Libertador N° 1500,064-341333,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Niebla,Martín Cermeño N° S/N (esquina Antonio Ducce),800500203,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Angachilla,"Santa Martina N° 3821, Población San Pedro",,
Valdivia,14,PAILLACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro General Urbano,Consultorio Paillaco,Mac-Iver N° S/N,063-264500,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Los Lagos,Arturo Prat N° 162,063-460302,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Punucapa,Caserío de Huichaco,,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huellelhue,Aldea de Huellelhue,,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Curiñanco,Caserío de Curiñanco,,
Valdivia,14,CORRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Isla del Rey,Isla del Rey,,
Valdivia,14,CORRAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chaihuín,Caserío Caleta Chaihuin,,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Salto,Sector El Salto,,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Huellas,Sector La Huellas,,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Antilhue,Aldea de Antilhue,,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Riñihue,Caserío de Riñihue,,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Folilco,Aldea de Folilco,,
Valdivia,14,LOS LAGOS,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Malihue,Sector de Malihue,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Melefquén,Aldea de Melefquén,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chan Chan,Sector de Chan Chan,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mehuín,Pueblo de Mehuín,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Mississippi,Aldea de Misisipi,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pelchuquín,Aldea de Pelchuquín,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Ciruelos,Aldea de Ciruelos,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Alepué,Sector Alepué,,
Valdivia,14,MARIQUINA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Iñipulli,Sector de Iñipulli,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huitag,Sector Huitag,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Neltume,Pueblo de Neltume,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Liquiñe,Pueblo de Liquiñe,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pirihueico,Caserío de Pirihueico,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cayumapu,Sector Cayumapu,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Catamutún,Sector Catamutún,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Puerto Nuevo,Aldea de Puerto Nuevo,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Choroico (La Unión),Aldea de Chorico,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pilpilcahuín,Caserío de Pilpilcahuín,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Traiguén ( La Unión),Caserío de Traiguén,,
Valdivia,14,LA UNIÓN,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Llancacura,Caserío de Llancacura,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Crucero (Río Bueno),Aldea de Crucero,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Vivanco,Aldea de Vivanco,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Carimallín,Sector Carimallín,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Trapi,Caserío de Trapi,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Cayurruca,Caserío de Cuyurruca,,
Valdivia,14,RÍO BUENO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Futahuente,Caserío de Futahuente,,
Valdivia,14,PAILLACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Reumén,Aldea de Reumén,,
Valdivia,14,PAILLACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pichirropulli,Aldea de Pichirropulli,,
Valdivia,14,PAILLACO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Aguas Negras,Caserío de Aguas Negras,,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Arquilhue,Sector Curiñanco - Niebla,,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Loncopán,Caserío de Loncopán,,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Maihue,Sector Maihue,,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Huapi,Sector Huapi,,
Valdivia,14,FUTRONO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Llifén,Pueblo de Llifén,,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pitriuco,Sector Pitriuco,,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Illahuape,Sector Illahupe,,
Valdivia,14,LAGO RANCO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Riñinahue,Sector Riñilahue,,
Valdivia,14,VALDIVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Morrompulli,Sector Morropulli,,
Valdivia,14,PANGUIPULLI,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Bocatoma,Sector Bocatoma,,
